,state,university,rights_type,activity,acres,gis_acres,trust_name,managing_agency,township,range,section,aliquot,data_source,geometry
775,MT,Montana State University,surface,,419.6,0.0,State Normal School,Department of Natural Resources,24N,7W,25,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-112.43869898901205 47.8129165819928, -112.43873676662189 47.81291605723453, -112.4400193567629 47.81291035376762, -112.44404082148401 47.81289129279252, -112.44723072132322 47.81287645492576, -112.44938267331966 47.812866005204334, -112.44941761058271 47.80924288827008, -112.44945251553408 47.805619632352965, -112.44948744872889 47.80199612516989, -112.44952235105158 47.79837248079618, -112.44418563660379 47.798389544272425, -112.43883032841823 47.798390527844425, -112.43347499382226 47.79839151390388, -112.43346538018078 47.80204623545089, -112.4334377933107 47.805685461170825, -112.43343023968643 47.80632981996472, -112.43351389106613 47.80636982028323, -112.43575147904393 47.80743804419426, -112.43750030987835 47.808265321257544, -112.43874145420448 47.808845079768126, -112.43873751525825 47.80929023098319, -112.43869898901205 47.8129165819928))"
776,MT,Montana State University,surface,,21.5,0.0,State Normal School,Department of Natural Resources,15N,24W,34,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.6193162872344 47.01911478330312, -114.62119121678103 47.019203443504594, -114.62212351454285 47.019380372544745, -114.62414424387826 47.019871163675376, -114.62465898108897 47.019984983572996, -114.62502037692886 47.020064895619846, -114.62589102213002 47.02035451420292, -114.62662818115919 47.02078610790683, -114.6272038507372 47.02101886435945, -114.628002116938 47.02122589180937, -114.62996625835395 47.02153171644745, -114.63000330312735 47.02152919976278, -114.62994564351074 47.021311192625724, -114.62971297521608 47.02129980013806, -114.62961039847794 47.021294693558616, -114.62951272133293 47.02128952769758, -114.62850364037511 47.02118680384461, -114.62831247843256 47.021140854638446, -114.628118582054 47.021071333296234, -114.6280239843069 47.021026823924025, -114.62781622504562 47.020929069845856, -114.62758724640156 47.02084316733226, -114.62750637858143 47.02081588431264, -114.62747920249241 47.02079612325302, -114.62714256391982 47.020702210256495, -114.62700215829088 47.020632592867656, -114.6269454398784 47.0205755471756, -114.62697678180311 47.02041146709573, -114.62690340680138 47.0203806222793, -114.62679826100477 47.020336427886754, -114.6266195968262 47.02027944189092, -114.6264805145828 47.02022600767489, -114.6262826380677 47.02015001510178, -114.62574792727602 47.019898004166095, -114.62550797738236 47.01980138681165, -114.62542478082575 47.01976770705585, -114.62532266254401 47.01972090427975, -114.62497960181264 47.01953323799819, -114.62465740524779 47.019409093904265, -114.62462261375985 47.01940003824442, -114.62451110408843 47.0193666217231, -114.6241622844146 47.01934600718317, -114.62397329687867 47.019343280823776, -114.62388319495844 47.01934199857658, -114.62368091000427 47.019305687504456, -114.62363182988035 47.01929688202868, -114.62329071371143 47.01918185943751, -114.62294983485917 47.01911461894238, -114.62277152589607 47.01903808693971, -114.62175949110164 47.01876711213852, -114.62142387066257 47.01869517689122, -114.62126673403017 47.01866154470459, -114.62096833293923 47.01863837792936, -114.6207451107802 47.01863738132767, -114.62042455729296 47.01860877836874, -114.61971407024376 47.018670439345776, -114.61946385886748 47.018717789846086, -114.61931476351614 47.018740974679105, -114.61915241674184 47.01870026587566, -114.61908079911271 47.01866398980857, -114.61899341707523 47.018602385294926, -114.61886567349079 47.0185072104765, -114.61881854915659 47.018468244163245, -114.61870187103591 47.018378975307066, -114.6184403965938 47.01825830433779, -114.61799937484136 47.01813137330442, -114.61788038319534 47.018119866347924, -114.61755019769201 47.018047724744605, -114.61740486541983 47.01798181477996, -114.61724170621088 47.01788306459981, -114.61692865707518 47.01776751141755, -114.61655986665416 47.01771828469451, -114.61625459149606 47.01767748837316, -114.61612329073395 47.0176681286341, -114.61592039604317 47.01765361815404, -114.61578056088774 47.01764276728341, -114.61568351686344 47.01763659653953, -114.61540446779155 47.01759365342855, -114.61503817593352 47.01753733963638, -114.61494433001853 47.01753221224935, -114.61486314381818 47.01751818787354, -114.61465105523696 47.017505871400516, -114.61452188126454 47.01751100791863, -114.6144271724297 47.01751474460288, -114.6141986326163 47.01752363079114, -114.6140498896289 47.017547131308035, -114.61399039224837 47.017541796685016, -114.61381425495011 47.01751092730049, -114.61374012131661 47.01748960724806, -114.61354845713917 47.017415883156204, -114.61344815268605 47.01737756898791, -114.61296522498695 47.01722172561283, -114.61264510557271 47.01709048706786, -114.6125728192161 47.01706071964934, -114.61198726552342 47.0168558906751, -114.61167595763631 47.01678497257021, -114.61157958638424 47.01678410628858, -114.61148314527803 47.0167831023392, -114.6111358508957 47.016763441647555, -114.61103194891007 47.01673623631218, -114.61098277633874 47.01672336090942, -114.61078793567431 47.01667186302895, -114.60915735510898 47.01623604111203, -114.60896941927837 47.016184994887354, -114.60863453439788 47.01611219972453, -114.60887856003714 47.01620827324996, -114.60919011750086 47.016348109508826, -114.6102434948557 47.01682589714876, -114.61306416311932 47.017547079334925, -114.61388021007245 47.01780171037609, -114.61397584794594 47.01783101372509, -114.61430116678977 47.017930694120686, -114.61434415267013 47.017943990968625, -114.6152959779914 47.01795252452398, -114.6164590187385 47.01813844068253, -114.61708303427939 47.01832206782418, -114.61816321567184 47.01893331125951, -114.61880413773568 47.01913433815894, -114.61915175397439 47.0191163699293, -114.61924885538825 47.01911158429009, -114.6193162872344 47.01911478330312))"
777,MT,Montana State University,surface,,34.0,0.0,State Normal School,Department of Natural Resources,16N,26W,12,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.8336701346152 47.15396984930438, -114.83367684284964 47.15469015434724, -114.83466817457814 47.15528504433447, -114.83690882109838 47.156622658137195, -114.8369829121923 47.15665747211189, -114.83901819231286 47.15786796977387, -114.83901923652682 47.15784234124165, -114.83902145845485 47.157816256418776, -114.8390237568078 47.15778911164197, -114.83902426257539 47.15728761272801, -114.83902429914093 47.157250872663404, -114.83902466322394 47.1569392201339, -114.83902464189585 47.156895030261886, -114.8390248225971 47.156714361177734, -114.8390257328675 47.156661957324054, -114.83902755166044 47.15430182978663, -114.83902852352419 47.15415434473242, -114.83683380737702 47.15301841151585, -114.8359506858946 47.15301862113233, -114.83366181010568 47.153013985561124, -114.8336701346152 47.15396984930438))"
778,MT,Montana State University,surface,,2.0,0.0,State Normal School,Department of Natural Resources,15N,25W,22,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.73472907199672 47.0400003076088, -114.73472746833528 47.04014319048802, -114.73472277110992 47.040870015999005, -114.7347769253995 47.040825532315914, -114.73496164662954 47.040767623137675, -114.73569579837539 47.040754170048785, -114.73597389638202 47.040748271482656, -114.73608168637371 47.04071845100426, -114.7361119764107 47.04062559644834, -114.73599323490728 47.04042476055775, -114.73585207323158 47.04017147676696, -114.7357696210635 47.04000432485166, -114.73472907199672 47.0400003076088))"
779,MT,Montana State University,surface,,70.0,0.0,State Normal School,Department of Natural Resources,15N,25W,4,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.7556194424729 47.091042411338016, -114.75830464024219 47.09104890887415, -114.75961145897004 47.09105178251844, -114.76091476716687 47.091054092619, -114.76621006573997 47.0910655225892, -114.76622053023314 47.0880083215602, -114.76622372812086 47.08743537196323, -114.76092465335708 47.08742699764366, -114.75829493530811 47.087423083643614, -114.7582997738272 47.089233059142835, -114.75562235565276 47.089225422004404, -114.7556194424729 47.091042411338016))"
780,MT,Montana State University,surface,,40.2,0.0,State Normal School,Department of Natural Resources,16N,25W,20,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-114.7818557132034 47.13480340128558, -114.78184435669806 47.13843902449261, -114.78365896159343 47.13843972301032, -114.78715612997065 47.13843950967524, -114.7871570167925 47.13776920146229, -114.78716229050576 47.13480685857392, -114.78605881118291 47.13480615970286, -114.78426049380937 47.13480202229262, -114.78359427748673 47.134804561344836, -114.7818557132034 47.13480340128558))"
781,MT,Montana State University,surface,,1.6,0.0,State Normal School,Department of Natural Resources,18N,28W,24,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-115.09865817836385 47.29997667076716, -115.0989917275962 47.299978636174764, -115.0991801356202 47.2999797972679, -115.10179750856241 47.299995482062144, -115.10186420912872 47.29999607705706, -115.1023833649745 47.30000490277141, -115.10197285273857 47.299784143899195, -115.10120967061297 47.29977868663702, -115.10098140990836 47.29977684872467, -115.10058475602226 47.29977383852868, -115.10018924372386 47.29977096083423, -115.09914571231523 47.29976272099558, -115.09904000819826 47.29976054143379, -115.09864144749706 47.299752852345165, -115.09865817836385 47.29997667076716))"
782,MT,Montana State University,surface,,191.8,0.0,State Normal School,Department of Natural Resources,21N,1E,2,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"MULTIPOLYGON (((-111.57316721697337 47.60485080732092, -111.57309596618586 47.605221172141775, -111.57336440118773 47.6056800964897, -111.57329983718083 47.60581228624237, -111.57401471617553 47.60720550165025, -111.57555540108676 47.607196990381844, -111.58090011262352 47.60716741346411, -111.5808878794715 47.603550279642434, -111.58084147568478 47.59993194136699, -111.57549583088819 47.599961801154656, -111.575537223312 47.60355478324113, -111.57553998850246 47.60358016894357, -111.57222858285634 47.603598318118074, -111.5725990729444 47.60382062737498, -111.57316721697337 47.60485080732092)), ((-111.57021089301867 47.607225956820216, -111.56486614091037 47.6072537563456, -111.55952161990744 47.6072807549751, -111.55954046577232 47.61097091946728, -111.5648804151589 47.6109776245591, -111.5702203435016 47.61098388581541, -111.57021089301867 47.607225956820216)), ((-111.57277031883639 47.607212253069235, -111.57101212845636 47.603604889650356, -111.57019265534117 47.603609081923686, -111.57021089301867 47.607225956820216, -111.57277031883639 47.607212253069235)))"
783,MT,Montana State University,surface,,74.3,0.0,State Normal School,Department of Natural Resources,22N,1W,2,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"MULTIPOLYGON (((-111.69371973867713 47.690530623580514, -111.69382971284757 47.690530382525075, -111.69906189676931 47.69051950308267, -111.69904030168185 47.689158132640095, -111.69902048963822 47.68787384374443, -111.69900816850677 47.68704117515128, -111.69900585001503 47.68688547275316, -111.69367080510754 47.68691432935398, -111.69371973867713 47.690530623580514)), ((-111.70208640247824 47.695295377586184, -111.70248573011438 47.69729614039497, -111.70253015347737 47.69754625086785, -111.70256365889311 47.697835225131456, -111.70375486848003 47.697829186151004, -111.70402120280755 47.6978307073788, -111.70457881006153 47.697832547513535, -111.70451496617828 47.69524928800125, -111.70448914602291 47.69414224176385, -111.70185794254526 47.69414560292506, -111.70208640247824 47.695295377586184)), ((-111.69922332620135 47.69781059061405, -111.70176401178524 47.69782148921578, -111.70172583239943 47.69763579313676, -111.70167963928371 47.697365416415906, -111.70126960531513 47.69531086425343, -111.70103806040936 47.69414722457621, -111.69913623462035 47.694136722495564, -111.69922332620135 47.69781059061405)))"
784,MT,Montana State University,surface,,151.5,0.0,State Normal School,Department of Natural Resources,22N,1W,11,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"MULTIPOLYGON (((-111.69076357856252 47.675975806334066, -111.69354214513125 47.67595191743282, -111.69354482448526 47.67604077984997, -111.69886687104079 47.67600645067939, -111.70410916258413 47.67596797742433, -111.7093511263485 47.675933920416696, -111.70943838086453 47.672354632920324, -111.70413727478115 47.67236901212451, -111.6988359114927 47.6723832186416, -111.69351751265495 47.67241241411692, -111.68903095347622 47.67240495193982, -111.69076357856252 47.675975806334066)), ((-111.68820063339534 47.67279610865234, -111.68822249060011 47.676049820698054, -111.68990396933627 47.675992547045226, -111.68819916467967 47.672403207569715, -111.68820063339534 47.67279610865234)))"
785,MT,Montana State University,surface,,38.6,0.0,State Normal School,Department of Natural Resources,22N,1W,13,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-111.67743369178923 47.66153754489978, -111.68274344338636 47.6615489583499, -111.68274153333967 47.66143087153741, -111.68271237055241 47.65789215062815, -111.68234263290469 47.65789110349313, -111.67741346403804 47.65787479800525, -111.67743369178923 47.66153754489978))"
786,MT,Montana State University,surface,,80.8,0.0,State Normal School,Department of Natural Resources,23N,1E,32,,https://gis.dnrc.mt.gov/arcgis/rest/services/DNRALL/BasemapService/MapServer/31,"POLYGON ((-111.62999372218005 47.71248120297311, -111.63537453917469 47.712452191707484, -111.64077729981071 47.712410445927624, -111.64074026308349 47.70876500967804, -111.64054081571383 47.708767666124174, -111.63695729312624 47.708810230457274, -111.6352945837845 47.70882965906425, -111.62991114389261 47.70885827058341, -111.62998971376733 47.71242083152798, -111.62999372218005 47.71248120297311))"
