,state,state_enabling_act,trust_name,managing_agency,university,acres,gis_acres,rights_type,activity,county,meridian,township,range,section,geometry
428,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,120.0,109.92,subsurface+surface,Oil & Gas,Las Animas,6th Meridian,33S,51W,25.0,"MULTIPOLYGON (((669904.6896000002 4111386.5856, 669530.4111000001 4111379.492900001, 669529.5687999995 4111772.1586000007, 669528.7275999999 4112164.8576999996, 669906.8794 4112170.9307000004, 669905.9965000004 4111866.8500999995, 669905.8918000003 4111778.7314, 669904.9480999997 4111465.380999999, 669904.6896000002 4111386.5856)), ((669907.9046 4112563.1598000005, 669527.8217000002 4112557.5308, 669526.9149000002 4112950.1827000007, 669908.8476 4112955.3627000004, 669908.8251999998 4112937.2573000006, 669908.0919000003 4112669.9334999993, 669907.9046 4112563.1598000005)))"
429,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,29.38,28.8,subsurface,Oil & Gas,Moffat,6th Meridian,4N,93W,15.0,"POLYGON ((261226.8370000003 4467524.9597, 261225.75239999965 4467235.4508, 261190.91930000018 4467236.9811, 260821.66810000036 4467252.5363, 260819.23000000045 4467537.919199999, 261199.93329999968 4467525.8144000005, 261226.8370000003 4467524.9597))"
430,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,29.38,28.8,subsurface,Other Minerals,Moffat,6th Meridian,4N,93W,15.0,"POLYGON ((261226.8370000003 4467524.9597, 261225.75239999965 4467235.4508, 261190.91930000018 4467236.9811, 260821.66810000036 4467252.5363, 260819.23000000045 4467537.919199999, 261199.93329999968 4467525.8144000005, 261226.8370000003 4467524.9597))"
431,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,29.38,28.8,subsurface,Coal,Moffat,6th Meridian,4N,93W,15.0,"POLYGON ((261226.8370000003 4467524.9597, 261225.75239999965 4467235.4508, 261190.91930000018 4467236.9811, 260821.66810000036 4467252.5363, 260819.23000000045 4467537.919199999, 261199.93329999968 4467525.8144000005, 261226.8370000003 4467524.9597))"
432,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,474.45,469.03,subsurface+surface,Other Minerals,Las Animas,6th Meridian,32S,65W,2.0,"POLYGON ((531369.3311999999 4126049.8764999993, 530964.9312000005 4126035.2541000005, 530967.3494999995 4126433.4985000007, 530969.5994999995 4126831.319700001, 530976.7440999998 4127231.2752, 530983.6184 4127612.6089999992, 531379.3536999999 4127618.3133000005, 531774.9138000002 4127624.0606999993, 532215.0411999999 4127614.969799999, 532196.7027000003 4127256.3024000004, 532177.4824999999 4126880.420600001, 532177.8405999998 4126479.748400001, 532178.2007999998 4126079.0671999995, 531773.7467 4126064.4846, 531369.3311999999 4126049.8764999993))"
433,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,474.45,469.03,subsurface+surface,Coal,Las Animas,6th Meridian,32S,65W,2.0,"POLYGON ((531369.3311999999 4126049.8764999993, 530964.9312000005 4126035.2541000005, 530967.3494999995 4126433.4985000007, 530969.5994999995 4126831.319700001, 530976.7440999998 4127231.2752, 530983.6184 4127612.6089999992, 531379.3536999999 4127618.3133000005, 531774.9138000002 4127624.0606999993, 532215.0411999999 4127614.969799999, 532196.7027000003 4127256.3024000004, 532177.4824999999 4126880.420600001, 532177.8405999998 4126479.748400001, 532178.2007999998 4126079.0671999995, 531773.7467 4126064.4846, 531369.3311999999 4126049.8764999993))"
434,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,474.45,469.03,subsurface+surface,Oil & Gas,Las Animas,6th Meridian,32S,65W,2.0,"POLYGON ((531369.3311999999 4126049.8764999993, 530964.9312000005 4126035.2541000005, 530967.3494999995 4126433.4985000007, 530969.5994999995 4126831.319700001, 530976.7440999998 4127231.2752, 530983.6184 4127612.6089999992, 531379.3536999999 4127618.3133000005, 531774.9138000002 4127624.0606999993, 532215.0411999999 4127614.969799999, 532196.7027000003 4127256.3024000004, 532177.4824999999 4126880.420600001, 532177.8405999998 4126479.748400001, 532178.2007999998 4126079.0671999995, 531773.7467 4126064.4846, 531369.3311999999 4126049.8764999993))"
435,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,205.0,178.37,surface,,Montezuma,New Mexico Meridian,36N,15W,28,"POLYGON ((189998.2319 4139262.644200001, 189997.77419999987 4139262.7815000005, 189940.8236999996 4139275.6106000002, 189832.27219999954 4139292.6381, 189708.8217000002 4139328.821900001, 189657.7385999998 4139333.0788000003, 189595.37509999983 4139320.2887999993, 189538.5449000001 4139311.7941999994, 189323.57050000038 4139260.711100001, 189236.30360000022 4139233.041200001, 189187.39279999956 4139230.9475999996, 189192.5650000004 4139381.7207999993, 189206.71640000027 4139789.4943000004, 189220.87200000044 4140197.2786999997, 189626.40139999986 4140180.5051000006, 190031.76180000044 4140163.7574000005, 190016.67899999954 4139757.2819999997, 190001.4282999998 4139350.8179, 189998.2319 4139262.644200001))"
436,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,66.5,60.55,surface,,Montezuma,New Mexico Meridian,37N,16W,8,"POLYGON ((179157.1643000003 4154617.3511999995, 179157.07039999962 4154617.3387, 179118.06149999984 4154603.5943, 179011.43790000025 4154569.7490999997, 178891.42470000032 4154555.1280000005, 178763.92700000014 4154554.4244999997, 178704.39919999987 4154552.6907, 178660.5365000004 4154556.345899999, 178611.86120000016 4154562.3551000003, 178561.84549999982 4154568.5297, 178565.81089999992 4154591.0932, 178571.65309999976 4154624.3358999994, 178581.9495000001 4154675.7496000007, 178603.2717000004 4154739.716, 178626.4216 4154817.0847999994, 178635.55979999993 4154884.0972000007, 178650.45459999982 4155029.4859999996, 178763.2193 4155026.6425, 179141.6467000004 4155016.6931999996, 179157.1643000003 4154617.3511999995))"
437,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,518.4,520.76,surface,,Fremont,6th Meridian,18S,68W,30,"POLYGON ((497091.57600000035 4256580.482899999, 497089.4354999997 4256183.868799999, 497087.29449999984 4255787.255000001, 497085.15380000044 4255390.6414, 496678.7095999997 4255390.799000001, 496272.24010000005 4255391.0152, 495867.95830000006 4255390.269200001, 495869.7235000003 4255793.1775, 495478.8392000003 4255794.7951, 495479.4024 4256200.170499999, 495871.5159 4256196.1566, 495873.22229999956 4256599.2476, 495874.9632000001 4257002.4945, 496288.8103 4256993.892899999, 496691.18319999985 4256985.2952, 497093.7161999997 4256976.674000001, 497091.57600000035 4256580.482899999))"
438,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,315.0,296.87,surface,,Montezuma,New Mexico Meridian,38N,16W,33,"POLYGON ((179139.75399999972 4156969.5106000006, 179139.77199999988 4156969.5254999995, 179346.9046 4156962.0425000004, 179352.48460000008 4157058.5988999996, 179147.20179999992 4157063.7776999995, 179161.83990000002 4157248.4882999994, 179176.49770000018 4157433.3663, 179572.07749999966 4157428.6996999998, 179967.47059999965 4157423.6349, 180374.31489999965 4157417.7240999993, 180781.32650000043 4157411.8269999996, 180757.98890000023 4157024.2872, 180734.78160000034 4156636.3199000005, 180330.5530000003 4156650.6098999996, 179926.35859999992 4156664.9187000003, 179522.15979999956 4156679.42, 179117.97279999964 4156693.8260999992, 179139.75399999972 4156969.5106000006))"
439,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,280.0,275.57,surface,,Larimer,6th Meridian,8N,70W,10,"POLYGON ((481486.8574000001 4502450.6971, 481480.6366999997 4502070.971100001, 481105.9846000001 4501985.8915, 481110.37909999955 4502396.9188, 480733.8953 4502343.144099999, 480736.45409999974 4502785.505999999, 480739.1974999998 4503227.6263999995, 480741.9567 4503670.1219, 481124.4304999998 4503670.833799999, 481506.90419999976 4503671.565400001, 481500.0546000004 4503251.099300001, 481493.06510000024 4502830.498199999, 481486.8574000001 4502450.6971))"
440,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,520.0,507.08,surface,,Montezuma,New Mexico Meridian,36N,15W,27,"POLYGON ((190782.77080000006 4138516.703400001, 190805.58449999988 4139216.1383999996, 190590.00480000023 4139222.4013, 190401.67030000035 4139226.8466999996, 190272.86390000023 4139230.9141000006, 190125.99990000017 4139247.9411999993, 190047.24679999985 4139247.9409999996, 189998.2319 4139262.644200001, 190001.4282999998 4139350.8179, 190016.67899999954 4139757.2819999997, 190031.76180000044 4140163.7574000005, 190434.07969999965 4140147.1422000006, 190836.5661000004 4140130.540100001, 191244.2631000001 4140117.5809000004, 191651.95930000022 4140104.6415, 191637.20289999992 4139700.2788999993, 191622.61679999996 4139295.9102999996, 191607.86280000024 4138891.5481000002, 191593.2792999996 4138487.1797, 191187.94859999977 4138502.1466000006, 190782.77080000006 4138516.703400001))"
441,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,418.6,400.16,surface,,Montezuma,New Mexico Meridian,37N,16W,5,"POLYGON ((178650.45459999982 4155029.4859999996, 178660.45260000043 4155152.5934999995, 178722.3986999998 4155439.7107999995, 178732.24569999985 4155492.6105000004, 178747.52979999967 4155562.4181999993, 178763.15660000034 4155631.2097999994, 178783.09910000023 4155728.9272000007, 178798.05989999976 4155850.804199999, 178739.06599999964 4155851.7874, 178348.45569999982 4155858.2152999993, 177965.87789999973 4155864.7968000006, 177583.29650000017 4155871.1982000005, 177596.9924999997 4156264.3892, 177610.3501000004 4156646.636600001, 177960.10979999974 4156684.4865000006, 178309.8200000003 4156722.510399999, 178713.86780000012 4156708.135500001, 179117.97279999964 4156693.8260999992, 179123.95139999967 4156259.6697000004, 179129.7095999997 4155845.330499999, 179135.68290000036 4155431.2339999992, 179141.6467000004 4155016.6931999996, 178763.2193 4155026.6425, 178650.45459999982 4155029.4859999996))"
442,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,80.0,80.4,surface,,Fremont,6th Meridian,18S,68W,19,"POLYGON ((496280.2352 4258221.0624, 496283.1760999998 4257812.1039, 495879.8113000002 4257816.8224, 495881.98620000016 4258223.900800001, 495884.2718000002 4258631.325200001, 496277.41970000044 4258630.339400001, 496280.2352 4258221.0624))"
443,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,210.15,214.58,surface,,Larimer,6th Meridian,8N,68W,10,"POLYGON ((500840.84300000034 4501903.6895, 500840.8258999996 4502261.861400001, 500767.68120000046 4502261.780200001, 500765.84920000006 4502057.282400001, 500546.6815999998 4501925.364800001, 500476.08800000045 4501925.365900001, 500389.02720000036 4502257.1625, 500221.9511000002 4501915.9575, 500221.95150000043 4501944.1954, 499964.91860000044 4501944.282, 499967.7747999998 4502307.5188, 499970.9397 4502710.071599999, 500372.8205000004 4502709.9442, 500774.70139999967 4502709.8168, 501176.5822999999 4502709.6896, 501173.83050000016 4502306.4672, 501171.08100000024 4501903.232899999, 500840.84300000034 4501903.6895))"
444,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,600.0,597.86,surface,,Fremont,6th Meridian,18S,69W,35,"POLYGON ((492655.8602999998 4255380.6931, 493059.8044999996 4255380.404100001, 493463.59690000024 4255380.4947, 493867.54509999976 4255380.1763, 493867.0745000001 4254981.445800001, 493866.60369999986 4254582.292300001, 493866.1331000002 4254183.5625, 493865.66229999997 4253784.409600001, 493462.7982999999 4253783.457, 493059.93379999977 4253782.101299999, 492657.0695000002 4253781.189099999, 492254.0379999997 4253779.8738, 492253.59130000044 4254180.297700001, 492252.9779000003 4254580.298599999, 492656.4382999996 4254580.7695, 492656.1239 4254980.624, 492252.5181 4254980.650699999, 492251.9266999997 4255380.6896, 492655.8602999998 4255380.6931))"
445,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,35.65,35.57,surface,,Baca,6th Meridian,35S,50W,1,"POLYGON ((678319.8694000002 4099286.2468999997, 678314.0368999997 4099571.0364999995, 678311.7630000003 4099678.923699999, 678677.2302000001 4099684.0615, 678679.7054000003 4099578.5332999993, 678686.4665999999 4099290.3780000005, 678319.8694000002 4099286.2468999997))"
446,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,366.17,321.1,surface,,Montezuma,New Mexico Meridian,37N,16W,4,"POLYGON ((179522.13019999955 4155020.675899999, 179141.6467000004 4155016.6931999996, 179135.68290000036 4155431.2339999992, 179129.7095999997 4155845.330499999, 179123.95139999967 4156259.6697000004, 179117.97279999964 4156693.8260999992, 179522.15979999956 4156679.42, 179926.35859999992 4156664.9187000003, 179920.15539999958 4156240.857000001, 179914.25019999966 4155835.4672999997, 179908.4302000003 4155430.2774, 179902.61149999965 4155024.675899999, 179522.13019999955 4155020.675899999))"
447,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,320.0,300.74,surface,,Larimer,6th Meridian,9N,70W,33,"MULTIPOLYGON (((480691.8108000001 4505579.431, 480686.8435000004 4505172.6543000005, 480293.0228000004 4505173.118100001, 480284.61209999956 4505173.134099999, 480295.9749999996 4505574.0791, 480307.38790000044 4505975.3026, 480317.59729999956 4506377.828400001, 480327.80819999985 4506780.4804, 480706.9145999998 4506799.346000001, 480701.93400000036 4506392.5660999995, 480696.87210000027 4505985.998500001, 480691.8108000001 4505579.431)), ((479547.63239999954 4505953.936799999, 479178.79389999993 4505943.602600001, 479190.6314000003 4506027.835999999, 479190.6842 4506333.99, 479190.49149999954 4506724.835000001, 479569.57990000024 4506743.2279, 479948.73039999977 4506761.7457, 479932.7165999999 4506363.2816, 479916.6087999996 4505964.4015999995, 479547.63239999954 4505953.936799999)))"
448,CO,18 Stat. 474-476,Colorado State University,State Land Board,Colorado State University,160.0,158.33,surface,,Montezuma,New Mexico Meridian,35N,16W,18,"POLYGON ((176745.9168999996 4132925.8413999993, 176726.21499999985 4132524.3960999995, 176330.26279999968 4132538.479699999, 176348.53129999992 4132940.349300001, 176366.84759999998 4133342.1981000006, 176385.16830000002 4133744.068499999, 176403.48709999956 4134145.9299, 176805.1018000003 4134130.375499999, 176785.3728 4133728.8629, 176765.64460000023 4133327.353700001, 176745.9168999996 4132925.8413999993))"
